image_path,raw_label,label,source,split
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/cc74b411-3662-41cf-9764-517ddfa1e913___NREC_B.Spot 1955.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/41410a16-32af-4080-92a7-fd2869d5b48d___JR_B.Spot 9085.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/2d553272-2101-4d56-9819-9f08de938418___NREC_B.Spot 9087.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/81d96896-2e99-4eaf-b86e-c2d8c6a3eabb___NREC_B.Spot 1818.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/d2e908d9-71d4-451a-b77d-6152c4a91957___JR_B.Spot 3175.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/13955856-c347-4039-ba30-09ea39d66534___NREC_B.Spot 9114.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/0d2635e7-df23-4ceb-b3ba-3af50bb58357___NREC_B.Spot 1874.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/d696fdd7-228b-41be-9401-9ab0f8053802___NREC_B.Spot 9116.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantdoc/train/Bell_pepper_leaf_spot/train_Bell_pepper leaf spot_25_2.jpg,Bell_pepper_leaf_spot,pepper_bacterial_spot,plantdoc_train,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/15b7cf0f-46ea-4390-a902-375b5b68e3fd___JR_B.Spot 3320.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/80d302d6-102c-4fe0-acf8-8ff5b796767e___JR_B.Spot 8898.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/41fed9b9-d409-4b56-a9d6-3e98f31a4e3a___JR_B.Spot 3275.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/b1739803-02e8-4974-b230-37923c2010cc___NREC_B.Spot 1921.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/d6ec81e9-4a00-4b62-9e45-0d4fde6a5c68___NREC_B.Spot 1850.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/4c664b0a-9ee7-48c2-aaf4-d54e34f5edd3___JR_B.Spot 9060.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/58fe22f7-f357-448a-b0aa-ebad44a91f3d___JR_B.Spot 8895.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/3610f357-8b9f-4f98-8e7f-c4297daf3b20___NREC_B.Spot 1971.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/e230f529-47b2-4841-9b10-2447be1b31da___NREC_B.Spot 9118.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/2700e5b5-295c-4378-b829-0e5989864380___NREC_B.Spot 9091.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/6a457821-e634-425c-90f0-a4bbd76b5722___JR_B.Spot 3159.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/976a6621-9c5a-4c7b-a045-fdceff04d081___JR_B.Spot 3108.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/875f41e8-cd70-44f4-a17c-c8b77fed406c___JR_B.Spot 8902.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/d46517ef-7359-469f-9dd3-c8669c6cd889___NREC_B.Spot 1902.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/12c953a0-bd3e-45d0-aaea-5139f5d63e01___JR_B.Spot 8863.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/67e58468-8546-4324-8e1e-ae10abf2cb5b___JR_B.Spot 9099.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/462d2266-b71d-4bd0-b1da-8bf71439f5cd___JR_B.Spot 3192.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/71ab48ee-43f6-4ac2-b731-1bc6d4a8dfa4___JR_B.Spot 3146.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/f815ab23-815d-4e3a-8ebf-47d9084645cc___NREC_B.Spot 1869.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/ef606668-5aae-4600-a788-1834b6bc3f49___NREC_B.Spot 1804.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/f3fe3173-1b59-404a-b986-133e847f2090___NREC_B.Spot 9054.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/bd2fcca9-6e34-44db-ade7-a0b595c97dcf___NREC_B.Spot 9126.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantdoc/test/Bell_pepper_leaf_spot/test_Bell_pepper leaf spot_4.jpg,Bell_pepper_leaf_spot,pepper_bacterial_spot,plantdoc_test,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/f3cdfb4a-f1d9-4f95-a036-5a9fb585e570___JR_B.Spot 3110.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/b32ea1b7-7bf8-451e-b47c-c0cf37bba3d5___NREC_B.Spot 1913.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/3c237d3f-7242-4009-a08a-b4eb7cd662fc___NREC_B.Spot 1969.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/557f35cb-b34b-4dc5-959b-efad147d5e88___JR_B.Spot 3382.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/740389fb-026a-45f3-ab93-716987328da0___JR_B.Spot 8905.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/bc76d04a-056a-4fa4-a3de-2d848101631a___JR_B.Spot 9089.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/8295d0d3-a2b8-4f32-ac02-7e0ee8f75406___NREC_B.Spot 1790.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/2d5def2a-c79d-444e-88be-a5961c9107d0___JR_B.Spot 3249.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/4434e395-4f3d-435d-9101-ece6be005fd6___JR_B.Spot 8928.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/ecb08896-f188-47f5-88c4-81a32a103fb0___NREC_B.Spot 9135.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/57d9d6f1-8f81-4b5b-8985-c82b136a6c4c___JR_B.Spot 8846.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/37fbacb5-ed9d-48f2-bf19-37656ff7c317___JR_B.Spot 3307.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantdoc/train/Bell_pepper_leaf_spot/train_Bell_pepper leaf spot_59.jpg,Bell_pepper_leaf_spot,pepper_bacterial_spot,plantdoc_train,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/fb3f399e-bc2f-418e-8b4e-a834b9f40c1b___JR_B.Spot 9097.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/377f30e6-bf06-41d6-885e-85bfe5146a9b___NREC_B.Spot 9072.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/65a84ec0-79dc-4ae3-bfce-81c3f4b50a08___JR_B.Spot 8858.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/b3cb19d0-df9b-4705-ab26-40aafab8ecca___JR_B.Spot 3206.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/d31615a2-7518-4b93-8695-c2d00dc9a9fb___NREC_B.Spot 9149.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/971daa99-7eea-4163-9a1e-3eebd7081f0e___JR_B.Spot 3271.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantdoc/train/Bell_pepper_leaf_spot/train_Bell_pepper leaf spot_24.jpg,Bell_pepper_leaf_spot,pepper_bacterial_spot,plantdoc_train,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/08485974-1e38-4e34-b296-fadd9cc26942___NREC_B.Spot 9193.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/bac5f227-64b0-4064-9716-611dd35c2897___JR_B.Spot 3103.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantdoc/train/Bell_pepper_leaf_spot/train_Bell_pepper leaf spot_21.jpg,Bell_pepper_leaf_spot,pepper_bacterial_spot,plantdoc_train,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/cf32bc40-2a83-423b-b891-17dc4a37bd86___NREC_B.Spot 1899.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/ae645b07-4c93-45d7-9ee6-83cbf1201e8b___NREC_B.Spot 9119.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/14a96020-2720-43c5-8638-e70b90ebd573___JR_B.Spot 9039.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/12f47cff-1a75-47ec-99d2-01720786e478___NREC_B.Spot 1859.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/f6a20939-1617-49f7-a7a4-1dde2020426b___JR_B.Spot 3365.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/9c23ddea-18e9-4b79-b890-77c6077d8966___JR_B.Spot 3195.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/7c481317-04e6-472c-a83b-39acb18631a3___JR_B.Spot 8999.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/b338fbbd-ec79-4807-be12-a5c678d1f78d___JR_B.Spot 8881.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/fc45e7eb-9b7f-43ae-a769-2b9ab7f85eee___JR_B.Spot 3106.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/975b25df-a4d7-4aca-b1b9-312487544eaa___JR_B.Spot 8830.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/fc3f58b8-c3e1-446e-8e46-316e308aa6aa___JR_B.Spot 3293.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/9c177d44-9a9a-42b3-8107-6ce88f258d28___JR_B.Spot 9043.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantdoc/train/Bell_pepper_leaf_spot/train_Bell_pepper leaf spot_19.jpg,Bell_pepper_leaf_spot,pepper_bacterial_spot,plantdoc_train,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/4b5d5cc8-6df9-4963-8e68-1aaf3e8f2363___JR_B.Spot 3358.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/5e0a97ce-9b9d-4528-ae61-28aeab5809aa___NREC_B.Spot 1830.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/884c2da1-3b43-46aa-85bb-0f72ed25c266___JR_B.Spot 8906.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/ceaabee8-4555-498b-a7ba-b5f96c4cfdcc___JR_B.Spot 3160.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
/home/pvvkishore/projects/IndAgri-VLM/data/raw/plantvillage/PlantVillage/Pepper__bell___Bacterial_spot/adbfa5e7-23a5-4df0-9cae-1e54115619cb___NREC_B.Spot 1786.JPG,Pepper__bell___Bacterial_spot,pepper_bacterial_spot,plantvillage,train
